ID,ARCHIVO,CATEGORÍA,SUBCATEGORÍA,TEMA,TEXTO,DIMENSIONES,TRANSPARENCIA,ORIGINAL_BASE,VARIANTE
01-funcionales-014-sand-03,output\stickers\01-funcionales\01-separador-sand-03.png,FUNCIONALES,texto,sand,separador,900x450,RGBA,01-funcionales-014-estilo-03,sand
01-funcionales-014-neutral-03,output\stickers\01-funcionales\01-separador-neutral-03.png,FUNCIONALES,texto,neutral,separador,900x450,RGBA,01-funcionales-014-estilo-03,neutral
01-funcionales-014-multicolor-03,output\stickers\01-funcionales\01-separador-multicolor-03.png,FUNCIONALES,texto,multicolor,separador,900x450,RGBA,01-funcionales-014-estilo-03,multicolor
01-funcionales-015-lavender-01,output\stickers\01-funcionales\01-linea-lavender-01.png,FUNCIONALES,texto,lavender,línea,900x450,RGBA,01-funcionales-015-estilo-01,lavender
01-funcionales-015-blush-01,output\stickers\01-funcionales\01-linea-blush-01.png,FUNCIONALES,texto,blush,línea,900x450,RGBA,01-funcionales-015-estilo-01,blush
01-funcionales-015-sage-01,output\stickers\01-funcionales\01-linea-sage-01.png,FUNCIONALES,texto,sage,línea,900x450,RGBA,01-funcionales-015-estilo-01,sage
01-funcionales-015-sky-01,output\stickers\01-funcionales\01-linea-sky-01.png,FUNCIONALES,texto,sky,línea,900x450,RGBA,01-funcionales-015-estilo-01,sky
01-funcionales-015-sand-01,output\stickers\01-funcionales\01-linea-sand-01.png,FUNCIONALES,texto,sand,línea,900x450,RGBA,01-funcionales-015-estilo-01,sand
01-funcionales-015-neutral-01,output\stickers\01-funcionales\01-linea-neutral-01.png,FUNCIONALES,texto,neutral,línea,900x450,RGBA,01-funcionales-015-estilo-01,neutral
01-funcionales-015-multicolor-01,output\stickers\01-funcionales\01-linea-multicolor-01.png,FUNCIONALES,texto,multicolor,línea,900x450,RGBA,01-funcionales-015-estilo-01,multicolor
01-funcionales-015-lavender-02,output\stickers\01-funcionales\01-linea-lavender-02.png,FUNCIONALES,texto,lavender,línea,900x450,RGBA,01-funcionales-015-estilo-02,lavender
01-funcionales-015-blush-02,output\stickers\01-funcionales\01-linea-blush-02.png,FUNCIONALES,texto,blush,línea,900x450,RGBA,01-funcionales-015-estilo-02,blush
01-funcionales-015-sage-02,output\stickers\01-funcionales\01-linea-sage-02.png,FUNCIONALES,texto,sage,línea,900x450,RGBA,01-funcionales-015-estilo-02,sage
01-funcionales-015-sky-02,output\stickers\01-funcionales\01-linea-sky-02.png,FUNCIONALES,texto,sky,línea,900x450,RGBA,01-funcionales-015-estilo-02,sky
01-funcionales-015-sand-02,output\stickers\01-funcionales\01-linea-sand-02.png,FUNCIONALES,texto,sand,línea,900x450,RGBA,01-funcionales-015-estilo-02,sand
01-funcionales-015-neutral-02,output\stickers\01-funcionales\01-linea-neutral-02.png,FUNCIONALES,texto,neutral,línea,900x450,RGBA,01-funcionales-015-estilo-02,neutral
01-funcionales-015-multicolor-02,output\stickers\01-funcionales\01-linea-multicolor-02.png,FUNCIONALES,texto,multicolor,línea,900x450,RGBA,01-funcionales-015-estilo-02,multicolor
01-funcionales-015-lavender-03,output\stickers\01-funcionales\01-linea-lavender-03.png,FUNCIONALES,texto,lavender,línea,900x450,RGBA,01-funcionales-015-estilo-03,lavender
01-funcionales-015-blush-03,output\stickers\01-funcionales\01-linea-blush-03.png,FUNCIONALES,texto,blush,línea,900x450,RGBA,01-funcionales-015-estilo-03,blush
01-funcionales-015-sage-03,output\stickers\01-funcionales\01-linea-sage-03.png,FUNCIONALES,texto,sage,línea,900x450,RGBA,01-funcionales-015-estilo-03,sage
01-funcionales-015-sky-03,output\stickers\01-funcionales\01-linea-sky-03.png,FUNCIONALES,texto,sky,línea,900x450,RGBA,01-funcionales-015-estilo-03,sky
01-funcionales-015-sand-03,output\stickers\01-funcionales\01-linea-sand-03.png,FUNCIONALES,texto,sand,línea,900x450,RGBA,01-funcionales-015-estilo-03,sand
01-funcionales-015-neutral-03,output\stickers\01-funcionales\01-linea-neutral-03.png,FUNCIONALES,texto,neutral,línea,900x450,RGBA,01-funcionales-015-estilo-03,neutral
01-funcionales-015-multicolor-03,output\stickers\01-funcionales\01-linea-multicolor-03.png,FUNCIONALES,texto,multicolor,línea,900x450,RGBA,01-funcionales-015-estilo-03,multicolor
01-funcionales-016-lavender-01,output\stickers\01-funcionales\01-subrayado-lavender-01.png,FUNCIONALES,texto,lavender,subrayado,900x450,RGBA,01-funcionales-016-estilo-01,lavender
01-funcionales-016-blush-01,output\stickers\01-funcionales\01-subrayado-blush-01.png,FUNCIONALES,texto,blush,subrayado,900x450,RGBA,01-funcionales-016-estilo-01,blush
01-funcionales-016-sage-01,output\stickers\01-funcionales\01-subrayado-sage-01.png,FUNCIONALES,texto,sage,subrayado,900x450,RGBA,01-funcionales-016-estilo-01,sage
01-funcionales-016-sky-01,output\stickers\01-funcionales\01-subrayado-sky-01.png,FUNCIONALES,texto,sky,subrayado,900x450,RGBA,01-funcionales-016-estilo-01,sky
01-funcionales-016-sand-01,output\stickers\01-funcionales\01-subrayado-sand-01.png,FUNCIONALES,texto,sand,subrayado,900x450,RGBA,01-funcionales-016-estilo-01,sand
01-funcionales-016-neutral-01,output\stickers\01-funcionales\01-subrayado-neutral-01.png,FUNCIONALES,texto,neutral,subrayado,900x450,RGBA,01-funcionales-016-estilo-01,neutral
01-funcionales-016-multicolor-01,output\stickers\01-funcionales\01-subrayado-multicolor-01.png,FUNCIONALES,texto,multicolor,subrayado,900x450,RGBA,01-funcionales-016-estilo-01,multicolor
01-funcionales-016-lavender-02,output\stickers\01-funcionales\01-subrayado-lavender-02.png,FUNCIONALES,texto,lavender,subrayado,900x450,RGBA,01-funcionales-016-estilo-02,lavender
01-funcionales-016-blush-02,output\stickers\01-funcionales\01-subrayado-blush-02.png,FUNCIONALES,texto,blush,subrayado,900x450,RGBA,01-funcionales-016-estilo-02,blush
01-funcionales-016-sage-02,output\stickers\01-funcionales\01-subrayado-sage-02.png,FUNCIONALES,texto,sage,subrayado,900x450,RGBA,01-funcionales-016-estilo-02,sage
01-funcionales-016-sky-02,output\stickers\01-funcionales\01-subrayado-sky-02.png,FUNCIONALES,texto,sky,subrayado,900x450,RGBA,01-funcionales-016-estilo-02,sky
01-funcionales-016-sand-02,output\stickers\01-funcionales\01-subrayado-sand-02.png,FUNCIONALES,texto,sand,subrayado,900x450,RGBA,01-funcionales-016-estilo-02,sand
01-funcionales-016-neutral-02,output\stickers\01-funcionales\01-subrayado-neutral-02.png,FUNCIONALES,texto,neutral,subrayado,900x450,RGBA,01-funcionales-016-estilo-02,neutral
01-funcionales-016-multicolor-02,output\stickers\01-funcionales\01-subrayado-multicolor-02.png,FUNCIONALES,texto,multicolor,subrayado,900x450,RGBA,01-funcionales-016-estilo-02,multicolor
01-funcionales-016-lavender-03,output\stickers\01-funcionales\01-subrayado-lavender-03.png,FUNCIONALES,texto,lavender,subrayado,900x450,RGBA,01-funcionales-016-estilo-03,lavender
01-funcionales-016-blush-03,output\stickers\01-funcionales\01-subrayado-blush-03.png,FUNCIONALES,texto,blush,subrayado,900x450,RGBA,01-funcionales-016-estilo-03,blush
01-funcionales-016-sage-03,output\stickers\01-funcionales\01-subrayado-sage-03.png,FUNCIONALES,texto,sage,subrayado,900x450,RGBA,01-funcionales-016-estilo-03,sage
01-funcionales-016-sky-03,output\stickers\01-funcionales\01-subrayado-sky-03.png,FUNCIONALES,texto,sky,subrayado,900x450,RGBA,01-funcionales-016-estilo-03,sky
01-funcionales-016-sand-03,output\stickers\01-funcionales\01-subrayado-sand-03.png,FUNCIONALES,texto,sand,subrayado,900x450,RGBA,01-funcionales-016-estilo-03,sand
01-funcionales-016-neutral-03,output\stickers\01-funcionales\01-subrayado-neutral-03.png,FUNCIONALES,texto,neutral,subrayado,900x450,RGBA,01-funcionales-016-estilo-03,neutral
01-funcionales-016-multicolor-03,output\stickers\01-funcionales\01-subrayado-multicolor-03.png,FUNCIONALES,texto,multicolor,subrayado,900x450,RGBA,01-funcionales-016-estilo-03,multicolor
01-funcionales-017-lavender-01,output\stickers\01-funcionales\01-resaltador-lavender-01.png,FUNCIONALES,texto,lavender,resaltador,900x450,RGBA,01-funcionales-017-estilo-01,lavender
01-funcionales-017-blush-01,output\stickers\01-funcionales\01-resaltador-blush-01.png,FUNCIONALES,texto,blush,resaltador,900x450,RGBA,01-funcionales-017-estilo-01,blush
01-funcionales-017-sage-01,output\stickers\01-funcionales\01-resaltador-sage-01.png,FUNCIONALES,texto,sage,resaltador,900x450,RGBA,01-funcionales-017-estilo-01,sage
01-funcionales-017-sky-01,output\stickers\01-funcionales\01-resaltador-sky-01.png,FUNCIONALES,texto,sky,resaltador,900x450,RGBA,01-funcionales-017-estilo-01,sky
01-funcionales-017-sand-01,output\stickers\01-funcionales\01-resaltador-sand-01.png,FUNCIONALES,texto,sand,resaltador,900x450,RGBA,01-funcionales-017-estilo-01,sand
01-funcionales-017-neutral-01,output\stickers\01-funcionales\01-resaltador-neutral-01.png,FUNCIONALES,texto,neutral,resaltador,900x450,RGBA,01-funcionales-017-estilo-01,neutral
01-funcionales-017-multicolor-01,output\stickers\01-funcionales\01-resaltador-multicolor-01.png,FUNCIONALES,texto,multicolor,resaltador,900x450,RGBA,01-funcionales-017-estilo-01,multicolor
01-funcionales-017-lavender-02,output\stickers\01-funcionales\01-resaltador-lavender-02.png,FUNCIONALES,texto,lavender,resaltador,900x450,RGBA,01-funcionales-017-estilo-02,lavender
01-funcionales-017-blush-02,output\stickers\01-funcionales\01-resaltador-blush-02.png,FUNCIONALES,texto,blush,resaltador,900x450,RGBA,01-funcionales-017-estilo-02,blush
01-funcionales-017-sage-02,output\stickers\01-funcionales\01-resaltador-sage-02.png,FUNCIONALES,texto,sage,resaltador,900x450,RGBA,01-funcionales-017-estilo-02,sage
01-funcionales-017-sky-02,output\stickers\01-funcionales\01-resaltador-sky-02.png,FUNCIONALES,texto,sky,resaltador,900x450,RGBA,01-funcionales-017-estilo-02,sky
01-funcionales-017-sand-02,output\stickers\01-funcionales\01-resaltador-sand-02.png,FUNCIONALES,texto,sand,resaltador,900x450,RGBA,01-funcionales-017-estilo-02,sand
01-funcionales-017-neutral-02,output\stickers\01-funcionales\01-resaltador-neutral-02.png,FUNCIONALES,texto,neutral,resaltador,900x450,RGBA,01-funcionales-017-estilo-02,neutral
01-funcionales-017-multicolor-02,output\stickers\01-funcionales\01-resaltador-multicolor-02.png,FUNCIONALES,texto,multicolor,resaltador,900x450,RGBA,01-funcionales-017-estilo-02,multicolor
01-funcionales-017-lavender-03,output\stickers\01-funcionales\01-resaltador-lavender-03.png,FUNCIONALES,texto,lavender,resaltador,900x450,RGBA,01-funcionales-017-estilo-03,lavender
01-funcionales-017-blush-03,output\stickers\01-funcionales\01-resaltador-blush-03.png,FUNCIONALES,texto,blush,resaltador,900x450,RGBA,01-funcionales-017-estilo-03,blush
01-funcionales-017-sage-03,output\stickers\01-funcionales\01-resaltador-sage-03.png,FUNCIONALES,texto,sage,resaltador,900x450,RGBA,01-funcionales-017-estilo-03,sage
01-funcionales-017-sky-03,output\stickers\01-funcionales\01-resaltador-sky-03.png,FUNCIONALES,texto,sky,resaltador,900x450,RGBA,01-funcionales-017-estilo-03,sky
01-funcionales-017-sand-03,output\stickers\01-funcionales\01-resaltador-sand-03.png,FUNCIONALES,texto,sand,resaltador,900x450,RGBA,01-funcionales-017-estilo-03,sand
01-funcionales-017-neutral-03,output\stickers\01-funcionales\01-resaltador-neutral-03.png,FUNCIONALES,texto,neutral,resaltador,900x450,RGBA,01-funcionales-017-estilo-03,neutral
01-funcionales-017-multicolor-03,output\stickers\01-funcionales\01-resaltador-multicolor-03.png,FUNCIONALES,texto,multicolor,resaltador,900x450,RGBA,01-funcionales-017-estilo-03,multicolor
01-funcionales-018-lavender-01,output\stickers\01-funcionales\01-pestana-lavender-01.png,FUNCIONALES,texto,lavender,pestaña,900x450,RGBA,01-funcionales-018-estilo-01,lavender
01-funcionales-018-blush-01,output\stickers\01-funcionales\01-pestana-blush-01.png,FUNCIONALES,texto,blush,pestaña,900x450,RGBA,01-funcionales-018-estilo-01,blush
01-funcionales-018-sage-01,output\stickers\01-funcionales\01-pestana-sage-01.png,FUNCIONALES,texto,sage,pestaña,900x450,RGBA,01-funcionales-018-estilo-01,sage
01-funcionales-018-sky-01,output\stickers\01-funcionales\01-pestana-sky-01.png,FUNCIONALES,texto,sky,pestaña,900x450,RGBA,01-funcionales-018-estilo-01,sky
01-funcionales-018-sand-01,output\stickers\01-funcionales\01-pestana-sand-01.png,FUNCIONALES,texto,sand,pestaña,900x450,RGBA,01-funcionales-018-estilo-01,sand
01-funcionales-018-neutral-01,output\stickers\01-funcionales\01-pestana-neutral-01.png,FUNCIONALES,texto,neutral,pestaña,900x450,RGBA,01-funcionales-018-estilo-01,neutral
01-funcionales-018-multicolor-01,output\stickers\01-funcionales\01-pestana-multicolor-01.png,FUNCIONALES,texto,multicolor,pestaña,900x450,RGBA,01-funcionales-018-estilo-01,multicolor
01-funcionales-018-lavender-02,output\stickers\01-funcionales\01-pestana-lavender-02.png,FUNCIONALES,texto,lavender,pestaña,900x450,RGBA,01-funcionales-018-estilo-02,lavender
01-funcionales-018-blush-02,output\stickers\01-funcionales\01-pestana-blush-02.png,FUNCIONALES,texto,blush,pestaña,900x450,RGBA,01-funcionales-018-estilo-02,blush
01-funcionales-018-sage-02,output\stickers\01-funcionales\01-pestana-sage-02.png,FUNCIONALES,texto,sage,pestaña,900x450,RGBA,01-funcionales-018-estilo-02,sage
01-funcionales-018-sky-02,output\stickers\01-funcionales\01-pestana-sky-02.png,FUNCIONALES,texto,sky,pestaña,900x450,RGBA,01-funcionales-018-estilo-02,sky
01-funcionales-018-sand-02,output\stickers\01-funcionales\01-pestana-sand-02.png,FUNCIONALES,texto,sand,pestaña,900x450,RGBA,01-funcionales-018-estilo-02,sand
01-funcionales-018-neutral-02,output\stickers\01-funcionales\01-pestana-neutral-02.png,FUNCIONALES,texto,neutral,pestaña,900x450,RGBA,01-funcionales-018-estilo-02,neutral
01-funcionales-018-multicolor-02,output\stickers\01-funcionales\01-pestana-multicolor-02.png,FUNCIONALES,texto,multicolor,pestaña,900x450,RGBA,01-funcionales-018-estilo-02,multicolor
01-funcionales-018-lavender-03,output\stickers\01-funcionales\01-pestana-lavender-03.png,FUNCIONALES,texto,lavender,pestaña,900x450,RGBA,01-funcionales-018-estilo-03,lavender
01-funcionales-018-blush-03,output\stickers\01-funcionales\01-pestana-blush-03.png,FUNCIONALES,texto,blush,pestaña,900x450,RGBA,01-funcionales-018-estilo-03,blush
01-funcionales-018-sage-03,output\stickers\01-funcionales\01-pestana-sage-03.png,FUNCIONALES,texto,sage,pestaña,900x450,RGBA,01-funcionales-018-estilo-03,sage
01-funcionales-018-sky-03,output\stickers\01-funcionales\01-pestana-sky-03.png,FUNCIONALES,texto,sky,pestaña,900x450,RGBA,01-funcionales-018-estilo-03,sky
01-funcionales-018-sand-03,output\stickers\01-funcionales\01-pestana-sand-03.png,FUNCIONALES,texto,sand,pestaña,900x450,RGBA,01-funcionales-018-estilo-03,sand
01-funcionales-018-neutral-03,output\stickers\01-funcionales\01-pestana-neutral-03.png,FUNCIONALES,texto,neutral,pestaña,900x450,RGBA,01-funcionales-018-estilo-03,neutral
01-funcionales-018-multicolor-03,output\stickers\01-funcionales\01-pestana-multicolor-03.png,FUNCIONALES,texto,multicolor,pestaña,900x450,RGBA,01-funcionales-018-estilo-03,multicolor
01-funcionales-019-lavender-01,output\stickers\01-funcionales\01-clip-lavender-01.png,FUNCIONALES,texto,lavender,clip,900x450,RGBA,01-funcionales-019-estilo-01,lavender
01-funcionales-019-blush-01,output\stickers\01-funcionales\01-clip-blush-01.png,FUNCIONALES,texto,blush,clip,900x450,RGBA,01-funcionales-019-estilo-01,blush
01-funcionales-019-sage-01,output\stickers\01-funcionales\01-clip-sage-01.png,FUNCIONALES,texto,sage,clip,900x450,RGBA,01-funcionales-019-estilo-01,sage
01-funcionales-019-sky-01,output\stickers\01-funcionales\01-clip-sky-01.png,FUNCIONALES,texto,sky,clip,900x450,RGBA,01-funcionales-019-estilo-01,sky
01-funcionales-019-sand-01,output\stickers\01-funcionales\01-clip-sand-01.png,FUNCIONALES,texto,sand,clip,900x450,RGBA,01-funcionales-019-estilo-01,sand
01-funcionales-019-neutral-01,output\stickers\01-funcionales\01-clip-neutral-01.png,FUNCIONALES,texto,neutral,clip,900x450,RGBA,01-funcionales-019-estilo-01,neutral
01-funcionales-019-multicolor-01,output\stickers\01-funcionales\01-clip-multicolor-01.png,FUNCIONALES,texto,multicolor,clip,900x450,RGBA,01-funcionales-019-estilo-01,multicolor
01-funcionales-019-lavender-02,output\stickers\01-funcionales\01-clip-lavender-02.png,FUNCIONALES,texto,lavender,clip,900x450,RGBA,01-funcionales-019-estilo-02,lavender
01-funcionales-019-blush-02,output\stickers\01-funcionales\01-clip-blush-02.png,FUNCIONALES,texto,blush,clip,900x450,RGBA,01-funcionales-019-estilo-02,blush
01-funcionales-019-sage-02,output\stickers\01-funcionales\01-clip-sage-02.png,FUNCIONALES,texto,sage,clip,900x450,RGBA,01-funcionales-019-estilo-02,sage
01-funcionales-019-sky-02,output\stickers\01-funcionales\01-clip-sky-02.png,FUNCIONALES,texto,sky,clip,900x450,RGBA,01-funcionales-019-estilo-02,sky
01-funcionales-019-sand-02,output\stickers\01-funcionales\01-clip-sand-02.png,FUNCIONALES,texto,sand,clip,900x450,RGBA,01-funcionales-019-estilo-02,sand
01-funcionales-019-neutral-02,output\stickers\01-funcionales\01-clip-neutral-02.png,FUNCIONALES,texto,neutral,clip,900x450,RGBA,01-funcionales-019-estilo-02,neutral
01-funcionales-019-multicolor-02,output\stickers\01-funcionales\01-clip-multicolor-02.png,FUNCIONALES,texto,multicolor,clip,900x450,RGBA,01-funcionales-019-estilo-02,multicolor
01-funcionales-019-lavender-03,output\stickers\01-funcionales\01-clip-lavender-03.png,FUNCIONALES,texto,lavender,clip,900x450,RGBA,01-funcionales-019-estilo-03,lavender
01-funcionales-019-blush-03,output\stickers\01-funcionales\01-clip-blush-03.png,FUNCIONALES,texto,blush,clip,900x450,RGBA,01-funcionales-019-estilo-03,blush
01-funcionales-019-sage-03,output\stickers\01-funcionales\01-clip-sage-03.png,FUNCIONALES,texto,sage,clip,900x450,RGBA,01-funcionales-019-estilo-03,sage
01-funcionales-019-sky-03,output\stickers\01-funcionales\01-clip-sky-03.png,FUNCIONALES,texto,sky,clip,900x450,RGBA,01-funcionales-019-estilo-03,sky
01-funcionales-019-sand-03,output\stickers\01-funcionales\01-clip-sand-03.png,FUNCIONALES,texto,sand,clip,900x450,RGBA,01-funcionales-019-estilo-03,sand
01-funcionales-019-neutral-03,output\stickers\01-funcionales\01-clip-neutral-03.png,FUNCIONALES,texto,neutral,clip,900x450,RGBA,01-funcionales-019-estilo-03,neutral
01-funcionales-019-multicolor-03,output\stickers\01-funcionales\01-clip-multicolor-03.png,FUNCIONALES,texto,multicolor,clip,900x450,RGBA,01-funcionales-019-estilo-03,multicolor
01-funcionales-020-lavender-01,output\stickers\01-funcionales\01-marcador-de-pagina-lavender-01.png,FUNCIONALES,texto,lavender,marcador de página,900x450,RGBA,01-funcionales-020-estilo-01,lavender
01-funcionales-020-blush-01,output\stickers\01-funcionales\01-marcador-de-pagina-blush-01.png,FUNCIONALES,texto,blush,marcador de página,900x450,RGBA,01-funcionales-020-estilo-01,blush
01-funcionales-020-sage-01,output\stickers\01-funcionales\01-marcador-de-pagina-sage-01.png,FUNCIONALES,texto,sage,marcador de página,900x450,RGBA,01-funcionales-020-estilo-01,sage
01-funcionales-020-sky-01,output\stickers\01-funcionales\01-marcador-de-pagina-sky-01.png,FUNCIONALES,texto,sky,marcador de página,900x450,RGBA,01-funcionales-020-estilo-01,sky
01-funcionales-020-sand-01,output\stickers\01-funcionales\01-marcador-de-pagina-sand-01.png,FUNCIONALES,texto,sand,marcador de página,900x450,RGBA,01-funcionales-020-estilo-01,sand
01-funcionales-020-neutral-01,output\stickers\01-funcionales\01-marcador-de-pagina-neutral-01.png,FUNCIONALES,texto,neutral,marcador de página,900x450,RGBA,01-funcionales-020-estilo-01,neutral
01-funcionales-020-multicolor-01,output\stickers\01-funcionales\01-marcador-de-pagina-multicolor-01.png,FUNCIONALES,texto,multicolor,marcador de página,900x450,RGBA,01-funcionales-020-estilo-01,multicolor
01-funcionales-020-lavender-02,output\stickers\01-funcionales\01-marcador-de-pagina-lavender-02.png,FUNCIONALES,texto,lavender,marcador de página,900x450,RGBA,01-funcionales-020-estilo-02,lavender
01-funcionales-020-blush-02,output\stickers\01-funcionales\01-marcador-de-pagina-blush-02.png,FUNCIONALES,texto,blush,marcador de página,900x450,RGBA,01-funcionales-020-estilo-02,blush
01-funcionales-020-sage-02,output\stickers\01-funcionales\01-marcador-de-pagina-sage-02.png,FUNCIONALES,texto,sage,marcador de página,900x450,RGBA,01-funcionales-020-estilo-02,sage
01-funcionales-020-sky-02,output\stickers\01-funcionales\01-marcador-de-pagina-sky-02.png,FUNCIONALES,texto,sky,marcador de página,900x450,RGBA,01-funcionales-020-estilo-02,sky
01-funcionales-020-sand-02,output\stickers\01-funcionales\01-marcador-de-pagina-sand-02.png,FUNCIONALES,texto,sand,marcador de página,900x450,RGBA,01-funcionales-020-estilo-02,sand
01-funcionales-020-neutral-02,output\stickers\01-funcionales\01-marcador-de-pagina-neutral-02.png,FUNCIONALES,texto,neutral,marcador de página,900x450,RGBA,01-funcionales-020-estilo-02,neutral
01-funcionales-020-multicolor-02,output\stickers\01-funcionales\01-marcador-de-pagina-multicolor-02.png,FUNCIONALES,texto,multicolor,marcador de página,900x450,RGBA,01-funcionales-020-estilo-02,multicolor
01-funcionales-020-lavender-03,output\stickers\01-funcionales\01-marcador-de-pagina-lavender-03.png,FUNCIONALES,texto,lavender,marcador de página,900x450,RGBA,01-funcionales-020-estilo-03,lavender
01-funcionales-020-blush-03,output\stickers\01-funcionales\01-marcador-de-pagina-blush-03.png,FUNCIONALES,texto,blush,marcador de página,900x450,RGBA,01-funcionales-020-estilo-03,blush
01-funcionales-020-sage-03,output\stickers\01-funcionales\01-marcador-de-pagina-sage-03.png,FUNCIONALES,texto,sage,marcador de página,900x450,RGBA,01-funcionales-020-estilo-03,sage
01-funcionales-020-sky-03,output\stickers\01-funcionales\01-marcador-de-pagina-sky-03.png,FUNCIONALES,texto,sky,marcador de página,900x450,RGBA,01-funcionales-020-estilo-03,sky
01-funcionales-020-sand-03,output\stickers\01-funcionales\01-marcador-de-pagina-sand-03.png,FUNCIONALES,texto,sand,marcador de página,900x450,RGBA,01-funcionales-020-estilo-03,sand
01-funcionales-020-neutral-03,output\stickers\01-funcionales\01-marcador-de-pagina-neutral-03.png,FUNCIONALES,texto,neutral,marcador de página,900x450,RGBA,01-funcionales-020-estilo-03,neutral
01-funcionales-020-multicolor-03,output\stickers\01-funcionales\01-marcador-de-pagina-multicolor-03.png,FUNCIONALES,texto,multicolor,marcador de página,900x450,RGBA,01-funcionales-020-estilo-03,multicolor
01-funcionales-021-lavender-01,output\stickers\01-funcionales\01-nota-adhesiva-lavender-01.png,FUNCIONALES,texto,lavender,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-01,lavender
01-funcionales-021-blush-01,output\stickers\01-funcionales\01-nota-adhesiva-blush-01.png,FUNCIONALES,texto,blush,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-01,blush
01-funcionales-021-sage-01,output\stickers\01-funcionales\01-nota-adhesiva-sage-01.png,FUNCIONALES,texto,sage,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-01,sage
01-funcionales-021-sky-01,output\stickers\01-funcionales\01-nota-adhesiva-sky-01.png,FUNCIONALES,texto,sky,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-01,sky
01-funcionales-021-sand-01,output\stickers\01-funcionales\01-nota-adhesiva-sand-01.png,FUNCIONALES,texto,sand,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-01,sand
01-funcionales-021-neutral-01,output\stickers\01-funcionales\01-nota-adhesiva-neutral-01.png,FUNCIONALES,texto,neutral,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-01,neutral
01-funcionales-021-multicolor-01,output\stickers\01-funcionales\01-nota-adhesiva-multicolor-01.png,FUNCIONALES,texto,multicolor,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-01,multicolor
01-funcionales-021-lavender-02,output\stickers\01-funcionales\01-nota-adhesiva-lavender-02.png,FUNCIONALES,texto,lavender,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-02,lavender
01-funcionales-021-blush-02,output\stickers\01-funcionales\01-nota-adhesiva-blush-02.png,FUNCIONALES,texto,blush,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-02,blush
01-funcionales-021-sage-02,output\stickers\01-funcionales\01-nota-adhesiva-sage-02.png,FUNCIONALES,texto,sage,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-02,sage
01-funcionales-021-sky-02,output\stickers\01-funcionales\01-nota-adhesiva-sky-02.png,FUNCIONALES,texto,sky,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-02,sky
01-funcionales-021-sand-02,output\stickers\01-funcionales\01-nota-adhesiva-sand-02.png,FUNCIONALES,texto,sand,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-02,sand
01-funcionales-021-neutral-02,output\stickers\01-funcionales\01-nota-adhesiva-neutral-02.png,FUNCIONALES,texto,neutral,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-02,neutral
01-funcionales-021-multicolor-02,output\stickers\01-funcionales\01-nota-adhesiva-multicolor-02.png,FUNCIONALES,texto,multicolor,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-02,multicolor
01-funcionales-021-lavender-03,output\stickers\01-funcionales\01-nota-adhesiva-lavender-03.png,FUNCIONALES,texto,lavender,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-03,lavender
01-funcionales-021-blush-03,output\stickers\01-funcionales\01-nota-adhesiva-blush-03.png,FUNCIONALES,texto,blush,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-03,blush
01-funcionales-021-sage-03,output\stickers\01-funcionales\01-nota-adhesiva-sage-03.png,FUNCIONALES,texto,sage,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-03,sage
01-funcionales-021-sky-03,output\stickers\01-funcionales\01-nota-adhesiva-sky-03.png,FUNCIONALES,texto,sky,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-03,sky
01-funcionales-021-sand-03,output\stickers\01-funcionales\01-nota-adhesiva-sand-03.png,FUNCIONALES,texto,sand,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-03,sand
01-funcionales-021-neutral-03,output\stickers\01-funcionales\01-nota-adhesiva-neutral-03.png,FUNCIONALES,texto,neutral,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-03,neutral
01-funcionales-021-multicolor-03,output\stickers\01-funcionales\01-nota-adhesiva-multicolor-03.png,FUNCIONALES,texto,multicolor,nota adhesiva,900x450,RGBA,01-funcionales-021-estilo-03,multicolor
01-funcionales-022-lavender-01,output\stickers\01-funcionales\01-etiqueta-lavender-01.png,FUNCIONALES,texto,lavender,etiqueta,900x450,RGBA,01-funcionales-022-estilo-01,lavender
01-funcionales-022-blush-01,output\stickers\01-funcionales\01-etiqueta-blush-01.png,FUNCIONALES,texto,blush,etiqueta,900x450,RGBA,01-funcionales-022-estilo-01,blush
01-funcionales-022-sage-01,output\stickers\01-funcionales\01-etiqueta-sage-01.png,FUNCIONALES,texto,sage,etiqueta,900x450,RGBA,01-funcionales-022-estilo-01,sage
