ID,ARCHIVO,CATEGORÍA,SUBCATEGORÍA,TEMA,TEXTO,DIMENSIONES,TRANSPARENCIA,ORIGINAL_BASE,VARIANTE
13-lectura-016-sage-02,output\stickers\13-lectura\13-auriculares-sage-02.png,LECTURA,texto,sage,auriculares,900x450,RGBA,13-lectura-016-estilo-02,sage
13-lectura-016-sky-02,output\stickers\13-lectura\13-auriculares-sky-02.png,LECTURA,texto,sky,auriculares,900x450,RGBA,13-lectura-016-estilo-02,sky
13-lectura-016-sand-02,output\stickers\13-lectura\13-auriculares-sand-02.png,LECTURA,texto,sand,auriculares,900x450,RGBA,13-lectura-016-estilo-02,sand
13-lectura-016-neutral-02,output\stickers\13-lectura\13-auriculares-neutral-02.png,LECTURA,texto,neutral,auriculares,900x450,RGBA,13-lectura-016-estilo-02,neutral
13-lectura-016-multicolor-02,output\stickers\13-lectura\13-auriculares-multicolor-02.png,LECTURA,texto,multicolor,auriculares,900x450,RGBA,13-lectura-016-estilo-02,multicolor
13-lectura-016-lavender-03,output\stickers\13-lectura\13-auriculares-lavender-03.png,LECTURA,texto,lavender,auriculares,900x450,RGBA,13-lectura-016-estilo-03,lavender
13-lectura-016-blush-03,output\stickers\13-lectura\13-auriculares-blush-03.png,LECTURA,texto,blush,auriculares,900x450,RGBA,13-lectura-016-estilo-03,blush
13-lectura-016-sage-03,output\stickers\13-lectura\13-auriculares-sage-03.png,LECTURA,texto,sage,auriculares,900x450,RGBA,13-lectura-016-estilo-03,sage
13-lectura-016-sky-03,output\stickers\13-lectura\13-auriculares-sky-03.png,LECTURA,texto,sky,auriculares,900x450,RGBA,13-lectura-016-estilo-03,sky
13-lectura-016-sand-03,output\stickers\13-lectura\13-auriculares-sand-03.png,LECTURA,texto,sand,auriculares,900x450,RGBA,13-lectura-016-estilo-03,sand
13-lectura-016-neutral-03,output\stickers\13-lectura\13-auriculares-neutral-03.png,LECTURA,texto,neutral,auriculares,900x450,RGBA,13-lectura-016-estilo-03,neutral
13-lectura-016-multicolor-03,output\stickers\13-lectura\13-auriculares-multicolor-03.png,LECTURA,texto,multicolor,auriculares,900x450,RGBA,13-lectura-016-estilo-03,multicolor
14-trabajo-001-lavender-01,output\stickers\14-trabajo\14-trabajo-lavender-01.png,TRABAJO,texto,lavender,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-01,lavender
14-trabajo-001-blush-01,output\stickers\14-trabajo\14-trabajo-blush-01.png,TRABAJO,texto,blush,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-01,blush
14-trabajo-001-sage-01,output\stickers\14-trabajo\14-trabajo-sage-01.png,TRABAJO,texto,sage,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-01,sage
14-trabajo-001-sky-01,output\stickers\14-trabajo\14-trabajo-sky-01.png,TRABAJO,texto,sky,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-01,sky
14-trabajo-001-sand-01,output\stickers\14-trabajo\14-trabajo-sand-01.png,TRABAJO,texto,sand,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-01,sand
14-trabajo-001-neutral-01,output\stickers\14-trabajo\14-trabajo-neutral-01.png,TRABAJO,texto,neutral,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-01,neutral
14-trabajo-001-multicolor-01,output\stickers\14-trabajo\14-trabajo-multicolor-01.png,TRABAJO,texto,multicolor,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-01,multicolor
14-trabajo-001-lavender-02,output\stickers\14-trabajo\14-trabajo-lavender-02.png,TRABAJO,texto,lavender,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-02,lavender
14-trabajo-001-blush-02,output\stickers\14-trabajo\14-trabajo-blush-02.png,TRABAJO,texto,blush,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-02,blush
14-trabajo-001-sage-02,output\stickers\14-trabajo\14-trabajo-sage-02.png,TRABAJO,texto,sage,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-02,sage
14-trabajo-001-sky-02,output\stickers\14-trabajo\14-trabajo-sky-02.png,TRABAJO,texto,sky,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-02,sky
14-trabajo-001-sand-02,output\stickers\14-trabajo\14-trabajo-sand-02.png,TRABAJO,texto,sand,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-02,sand
14-trabajo-001-neutral-02,output\stickers\14-trabajo\14-trabajo-neutral-02.png,TRABAJO,texto,neutral,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-02,neutral
14-trabajo-001-multicolor-02,output\stickers\14-trabajo\14-trabajo-multicolor-02.png,TRABAJO,texto,multicolor,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-02,multicolor
14-trabajo-001-lavender-03,output\stickers\14-trabajo\14-trabajo-lavender-03.png,TRABAJO,texto,lavender,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-03,lavender
14-trabajo-001-blush-03,output\stickers\14-trabajo\14-trabajo-blush-03.png,TRABAJO,texto,blush,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-03,blush
14-trabajo-001-sage-03,output\stickers\14-trabajo\14-trabajo-sage-03.png,TRABAJO,texto,sage,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-03,sage
14-trabajo-001-sky-03,output\stickers\14-trabajo\14-trabajo-sky-03.png,TRABAJO,texto,sky,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-03,sky
14-trabajo-001-sand-03,output\stickers\14-trabajo\14-trabajo-sand-03.png,TRABAJO,texto,sand,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-03,sand
14-trabajo-001-neutral-03,output\stickers\14-trabajo\14-trabajo-neutral-03.png,TRABAJO,texto,neutral,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-03,neutral
14-trabajo-001-multicolor-03,output\stickers\14-trabajo\14-trabajo-multicolor-03.png,TRABAJO,texto,multicolor,TRABAJO,900x450,RGBA,14-trabajo-001-estilo-03,multicolor
14-trabajo-002-lavender-01,output\stickers\14-trabajo\14-oficina-lavender-01.png,TRABAJO,texto,lavender,OFICINA,900x450,RGBA,14-trabajo-002-estilo-01,lavender
14-trabajo-002-blush-01,output\stickers\14-trabajo\14-oficina-blush-01.png,TRABAJO,texto,blush,OFICINA,900x450,RGBA,14-trabajo-002-estilo-01,blush
14-trabajo-002-sage-01,output\stickers\14-trabajo\14-oficina-sage-01.png,TRABAJO,texto,sage,OFICINA,900x450,RGBA,14-trabajo-002-estilo-01,sage
14-trabajo-002-sky-01,output\stickers\14-trabajo\14-oficina-sky-01.png,TRABAJO,texto,sky,OFICINA,900x450,RGBA,14-trabajo-002-estilo-01,sky
14-trabajo-002-sand-01,output\stickers\14-trabajo\14-oficina-sand-01.png,TRABAJO,texto,sand,OFICINA,900x450,RGBA,14-trabajo-002-estilo-01,sand
14-trabajo-002-neutral-01,output\stickers\14-trabajo\14-oficina-neutral-01.png,TRABAJO,texto,neutral,OFICINA,900x450,RGBA,14-trabajo-002-estilo-01,neutral
14-trabajo-002-multicolor-01,output\stickers\14-trabajo\14-oficina-multicolor-01.png,TRABAJO,texto,multicolor,OFICINA,900x450,RGBA,14-trabajo-002-estilo-01,multicolor
14-trabajo-002-lavender-02,output\stickers\14-trabajo\14-oficina-lavender-02.png,TRABAJO,texto,lavender,OFICINA,900x450,RGBA,14-trabajo-002-estilo-02,lavender
14-trabajo-002-blush-02,output\stickers\14-trabajo\14-oficina-blush-02.png,TRABAJO,texto,blush,OFICINA,900x450,RGBA,14-trabajo-002-estilo-02,blush
14-trabajo-002-sage-02,output\stickers\14-trabajo\14-oficina-sage-02.png,TRABAJO,texto,sage,OFICINA,900x450,RGBA,14-trabajo-002-estilo-02,sage
14-trabajo-002-sky-02,output\stickers\14-trabajo\14-oficina-sky-02.png,TRABAJO,texto,sky,OFICINA,900x450,RGBA,14-trabajo-002-estilo-02,sky
14-trabajo-002-sand-02,output\stickers\14-trabajo\14-oficina-sand-02.png,TRABAJO,texto,sand,OFICINA,900x450,RGBA,14-trabajo-002-estilo-02,sand
14-trabajo-002-neutral-02,output\stickers\14-trabajo\14-oficina-neutral-02.png,TRABAJO,texto,neutral,OFICINA,900x450,RGBA,14-trabajo-002-estilo-02,neutral
14-trabajo-002-multicolor-02,output\stickers\14-trabajo\14-oficina-multicolor-02.png,TRABAJO,texto,multicolor,OFICINA,900x450,RGBA,14-trabajo-002-estilo-02,multicolor
14-trabajo-002-lavender-03,output\stickers\14-trabajo\14-oficina-lavender-03.png,TRABAJO,texto,lavender,OFICINA,900x450,RGBA,14-trabajo-002-estilo-03,lavender
14-trabajo-002-blush-03,output\stickers\14-trabajo\14-oficina-blush-03.png,TRABAJO,texto,blush,OFICINA,900x450,RGBA,14-trabajo-002-estilo-03,blush
14-trabajo-002-sage-03,output\stickers\14-trabajo\14-oficina-sage-03.png,TRABAJO,texto,sage,OFICINA,900x450,RGBA,14-trabajo-002-estilo-03,sage
14-trabajo-002-sky-03,output\stickers\14-trabajo\14-oficina-sky-03.png,TRABAJO,texto,sky,OFICINA,900x450,RGBA,14-trabajo-002-estilo-03,sky
14-trabajo-002-sand-03,output\stickers\14-trabajo\14-oficina-sand-03.png,TRABAJO,texto,sand,OFICINA,900x450,RGBA,14-trabajo-002-estilo-03,sand
14-trabajo-002-neutral-03,output\stickers\14-trabajo\14-oficina-neutral-03.png,TRABAJO,texto,neutral,OFICINA,900x450,RGBA,14-trabajo-002-estilo-03,neutral
14-trabajo-002-multicolor-03,output\stickers\14-trabajo\14-oficina-multicolor-03.png,TRABAJO,texto,multicolor,OFICINA,900x450,RGBA,14-trabajo-002-estilo-03,multicolor
14-trabajo-003-lavender-01,output\stickers\14-trabajo\14-reunion-lavender-01.png,TRABAJO,texto,lavender,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-01,lavender
14-trabajo-003-blush-01,output\stickers\14-trabajo\14-reunion-blush-01.png,TRABAJO,texto,blush,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-01,blush
14-trabajo-003-sage-01,output\stickers\14-trabajo\14-reunion-sage-01.png,TRABAJO,texto,sage,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-01,sage
14-trabajo-003-sky-01,output\stickers\14-trabajo\14-reunion-sky-01.png,TRABAJO,texto,sky,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-01,sky
14-trabajo-003-sand-01,output\stickers\14-trabajo\14-reunion-sand-01.png,TRABAJO,texto,sand,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-01,sand
14-trabajo-003-neutral-01,output\stickers\14-trabajo\14-reunion-neutral-01.png,TRABAJO,texto,neutral,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-01,neutral
14-trabajo-003-multicolor-01,output\stickers\14-trabajo\14-reunion-multicolor-01.png,TRABAJO,texto,multicolor,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-01,multicolor
14-trabajo-003-lavender-02,output\stickers\14-trabajo\14-reunion-lavender-02.png,TRABAJO,texto,lavender,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-02,lavender
14-trabajo-003-blush-02,output\stickers\14-trabajo\14-reunion-blush-02.png,TRABAJO,texto,blush,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-02,blush
14-trabajo-003-sage-02,output\stickers\14-trabajo\14-reunion-sage-02.png,TRABAJO,texto,sage,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-02,sage
14-trabajo-003-sky-02,output\stickers\14-trabajo\14-reunion-sky-02.png,TRABAJO,texto,sky,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-02,sky
14-trabajo-003-sand-02,output\stickers\14-trabajo\14-reunion-sand-02.png,TRABAJO,texto,sand,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-02,sand
14-trabajo-003-neutral-02,output\stickers\14-trabajo\14-reunion-neutral-02.png,TRABAJO,texto,neutral,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-02,neutral
14-trabajo-003-multicolor-02,output\stickers\14-trabajo\14-reunion-multicolor-02.png,TRABAJO,texto,multicolor,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-02,multicolor
14-trabajo-003-lavender-03,output\stickers\14-trabajo\14-reunion-lavender-03.png,TRABAJO,texto,lavender,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-03,lavender
14-trabajo-003-blush-03,output\stickers\14-trabajo\14-reunion-blush-03.png,TRABAJO,texto,blush,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-03,blush
14-trabajo-003-sage-03,output\stickers\14-trabajo\14-reunion-sage-03.png,TRABAJO,texto,sage,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-03,sage
14-trabajo-003-sky-03,output\stickers\14-trabajo\14-reunion-sky-03.png,TRABAJO,texto,sky,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-03,sky
14-trabajo-003-sand-03,output\stickers\14-trabajo\14-reunion-sand-03.png,TRABAJO,texto,sand,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-03,sand
14-trabajo-003-neutral-03,output\stickers\14-trabajo\14-reunion-neutral-03.png,TRABAJO,texto,neutral,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-03,neutral
14-trabajo-003-multicolor-03,output\stickers\14-trabajo\14-reunion-multicolor-03.png,TRABAJO,texto,multicolor,REUNIÓN,900x450,RGBA,14-trabajo-003-estilo-03,multicolor
14-trabajo-004-lavender-01,output\stickers\14-trabajo\14-cliente-lavender-01.png,TRABAJO,texto,lavender,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-01,lavender
14-trabajo-004-blush-01,output\stickers\14-trabajo\14-cliente-blush-01.png,TRABAJO,texto,blush,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-01,blush
14-trabajo-004-sage-01,output\stickers\14-trabajo\14-cliente-sage-01.png,TRABAJO,texto,sage,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-01,sage
14-trabajo-004-sky-01,output\stickers\14-trabajo\14-cliente-sky-01.png,TRABAJO,texto,sky,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-01,sky
14-trabajo-004-sand-01,output\stickers\14-trabajo\14-cliente-sand-01.png,TRABAJO,texto,sand,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-01,sand
14-trabajo-004-neutral-01,output\stickers\14-trabajo\14-cliente-neutral-01.png,TRABAJO,texto,neutral,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-01,neutral
14-trabajo-004-multicolor-01,output\stickers\14-trabajo\14-cliente-multicolor-01.png,TRABAJO,texto,multicolor,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-01,multicolor
14-trabajo-004-lavender-02,output\stickers\14-trabajo\14-cliente-lavender-02.png,TRABAJO,texto,lavender,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-02,lavender
14-trabajo-004-blush-02,output\stickers\14-trabajo\14-cliente-blush-02.png,TRABAJO,texto,blush,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-02,blush
14-trabajo-004-sage-02,output\stickers\14-trabajo\14-cliente-sage-02.png,TRABAJO,texto,sage,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-02,sage
14-trabajo-004-sky-02,output\stickers\14-trabajo\14-cliente-sky-02.png,TRABAJO,texto,sky,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-02,sky
14-trabajo-004-sand-02,output\stickers\14-trabajo\14-cliente-sand-02.png,TRABAJO,texto,sand,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-02,sand
14-trabajo-004-neutral-02,output\stickers\14-trabajo\14-cliente-neutral-02.png,TRABAJO,texto,neutral,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-02,neutral
14-trabajo-004-multicolor-02,output\stickers\14-trabajo\14-cliente-multicolor-02.png,TRABAJO,texto,multicolor,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-02,multicolor
14-trabajo-004-lavender-03,output\stickers\14-trabajo\14-cliente-lavender-03.png,TRABAJO,texto,lavender,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-03,lavender
14-trabajo-004-blush-03,output\stickers\14-trabajo\14-cliente-blush-03.png,TRABAJO,texto,blush,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-03,blush
14-trabajo-004-sage-03,output\stickers\14-trabajo\14-cliente-sage-03.png,TRABAJO,texto,sage,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-03,sage
14-trabajo-004-sky-03,output\stickers\14-trabajo\14-cliente-sky-03.png,TRABAJO,texto,sky,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-03,sky
14-trabajo-004-sand-03,output\stickers\14-trabajo\14-cliente-sand-03.png,TRABAJO,texto,sand,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-03,sand
14-trabajo-004-neutral-03,output\stickers\14-trabajo\14-cliente-neutral-03.png,TRABAJO,texto,neutral,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-03,neutral
14-trabajo-004-multicolor-03,output\stickers\14-trabajo\14-cliente-multicolor-03.png,TRABAJO,texto,multicolor,CLIENTE,900x450,RGBA,14-trabajo-004-estilo-03,multicolor
14-trabajo-005-lavender-01,output\stickers\14-trabajo\14-proyecto-lavender-01.png,TRABAJO,texto,lavender,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-01,lavender
14-trabajo-005-blush-01,output\stickers\14-trabajo\14-proyecto-blush-01.png,TRABAJO,texto,blush,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-01,blush
14-trabajo-005-sage-01,output\stickers\14-trabajo\14-proyecto-sage-01.png,TRABAJO,texto,sage,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-01,sage
14-trabajo-005-sky-01,output\stickers\14-trabajo\14-proyecto-sky-01.png,TRABAJO,texto,sky,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-01,sky
14-trabajo-005-sand-01,output\stickers\14-trabajo\14-proyecto-sand-01.png,TRABAJO,texto,sand,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-01,sand
14-trabajo-005-neutral-01,output\stickers\14-trabajo\14-proyecto-neutral-01.png,TRABAJO,texto,neutral,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-01,neutral
14-trabajo-005-multicolor-01,output\stickers\14-trabajo\14-proyecto-multicolor-01.png,TRABAJO,texto,multicolor,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-01,multicolor
14-trabajo-005-lavender-02,output\stickers\14-trabajo\14-proyecto-lavender-02.png,TRABAJO,texto,lavender,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-02,lavender
14-trabajo-005-blush-02,output\stickers\14-trabajo\14-proyecto-blush-02.png,TRABAJO,texto,blush,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-02,blush
14-trabajo-005-sage-02,output\stickers\14-trabajo\14-proyecto-sage-02.png,TRABAJO,texto,sage,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-02,sage
14-trabajo-005-sky-02,output\stickers\14-trabajo\14-proyecto-sky-02.png,TRABAJO,texto,sky,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-02,sky
14-trabajo-005-sand-02,output\stickers\14-trabajo\14-proyecto-sand-02.png,TRABAJO,texto,sand,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-02,sand
14-trabajo-005-neutral-02,output\stickers\14-trabajo\14-proyecto-neutral-02.png,TRABAJO,texto,neutral,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-02,neutral
14-trabajo-005-multicolor-02,output\stickers\14-trabajo\14-proyecto-multicolor-02.png,TRABAJO,texto,multicolor,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-02,multicolor
14-trabajo-005-lavender-03,output\stickers\14-trabajo\14-proyecto-lavender-03.png,TRABAJO,texto,lavender,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-03,lavender
14-trabajo-005-blush-03,output\stickers\14-trabajo\14-proyecto-blush-03.png,TRABAJO,texto,blush,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-03,blush
14-trabajo-005-sage-03,output\stickers\14-trabajo\14-proyecto-sage-03.png,TRABAJO,texto,sage,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-03,sage
14-trabajo-005-sky-03,output\stickers\14-trabajo\14-proyecto-sky-03.png,TRABAJO,texto,sky,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-03,sky
14-trabajo-005-sand-03,output\stickers\14-trabajo\14-proyecto-sand-03.png,TRABAJO,texto,sand,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-03,sand
14-trabajo-005-neutral-03,output\stickers\14-trabajo\14-proyecto-neutral-03.png,TRABAJO,texto,neutral,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-03,neutral
14-trabajo-005-multicolor-03,output\stickers\14-trabajo\14-proyecto-multicolor-03.png,TRABAJO,texto,multicolor,PROYECTO,900x450,RGBA,14-trabajo-005-estilo-03,multicolor
14-trabajo-006-lavender-01,output\stickers\14-trabajo\14-fecha-limite-lavender-01.png,TRABAJO,texto,lavender,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-01,lavender
14-trabajo-006-blush-01,output\stickers\14-trabajo\14-fecha-limite-blush-01.png,TRABAJO,texto,blush,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-01,blush
14-trabajo-006-sage-01,output\stickers\14-trabajo\14-fecha-limite-sage-01.png,TRABAJO,texto,sage,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-01,sage
14-trabajo-006-sky-01,output\stickers\14-trabajo\14-fecha-limite-sky-01.png,TRABAJO,texto,sky,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-01,sky
14-trabajo-006-sand-01,output\stickers\14-trabajo\14-fecha-limite-sand-01.png,TRABAJO,texto,sand,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-01,sand
14-trabajo-006-neutral-01,output\stickers\14-trabajo\14-fecha-limite-neutral-01.png,TRABAJO,texto,neutral,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-01,neutral
14-trabajo-006-multicolor-01,output\stickers\14-trabajo\14-fecha-limite-multicolor-01.png,TRABAJO,texto,multicolor,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-01,multicolor
14-trabajo-006-lavender-02,output\stickers\14-trabajo\14-fecha-limite-lavender-02.png,TRABAJO,texto,lavender,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-02,lavender
14-trabajo-006-blush-02,output\stickers\14-trabajo\14-fecha-limite-blush-02.png,TRABAJO,texto,blush,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-02,blush
14-trabajo-006-sage-02,output\stickers\14-trabajo\14-fecha-limite-sage-02.png,TRABAJO,texto,sage,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-02,sage
14-trabajo-006-sky-02,output\stickers\14-trabajo\14-fecha-limite-sky-02.png,TRABAJO,texto,sky,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-02,sky
14-trabajo-006-sand-02,output\stickers\14-trabajo\14-fecha-limite-sand-02.png,TRABAJO,texto,sand,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-02,sand
14-trabajo-006-neutral-02,output\stickers\14-trabajo\14-fecha-limite-neutral-02.png,TRABAJO,texto,neutral,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-02,neutral
14-trabajo-006-multicolor-02,output\stickers\14-trabajo\14-fecha-limite-multicolor-02.png,TRABAJO,texto,multicolor,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-02,multicolor
14-trabajo-006-lavender-03,output\stickers\14-trabajo\14-fecha-limite-lavender-03.png,TRABAJO,texto,lavender,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-03,lavender
14-trabajo-006-blush-03,output\stickers\14-trabajo\14-fecha-limite-blush-03.png,TRABAJO,texto,blush,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-03,blush
14-trabajo-006-sage-03,output\stickers\14-trabajo\14-fecha-limite-sage-03.png,TRABAJO,texto,sage,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-03,sage
14-trabajo-006-sky-03,output\stickers\14-trabajo\14-fecha-limite-sky-03.png,TRABAJO,texto,sky,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-03,sky
14-trabajo-006-sand-03,output\stickers\14-trabajo\14-fecha-limite-sand-03.png,TRABAJO,texto,sand,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-03,sand
14-trabajo-006-neutral-03,output\stickers\14-trabajo\14-fecha-limite-neutral-03.png,TRABAJO,texto,neutral,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-03,neutral
14-trabajo-006-multicolor-03,output\stickers\14-trabajo\14-fecha-limite-multicolor-03.png,TRABAJO,texto,multicolor,FECHA LÍMITE,900x450,RGBA,14-trabajo-006-estilo-03,multicolor
14-trabajo-007-lavender-01,output\stickers\14-trabajo\14-correo-lavender-01.png,TRABAJO,texto,lavender,CORREO,900x450,RGBA,14-trabajo-007-estilo-01,lavender
14-trabajo-007-blush-01,output\stickers\14-trabajo\14-correo-blush-01.png,TRABAJO,texto,blush,CORREO,900x450,RGBA,14-trabajo-007-estilo-01,blush
14-trabajo-007-sage-01,output\stickers\14-trabajo\14-correo-sage-01.png,TRABAJO,texto,sage,CORREO,900x450,RGBA,14-trabajo-007-estilo-01,sage
14-trabajo-007-sky-01,output\stickers\14-trabajo\14-correo-sky-01.png,TRABAJO,texto,sky,CORREO,900x450,RGBA,14-trabajo-007-estilo-01,sky
14-trabajo-007-sand-01,output\stickers\14-trabajo\14-correo-sand-01.png,TRABAJO,texto,sand,CORREO,900x450,RGBA,14-trabajo-007-estilo-01,sand
14-trabajo-007-neutral-01,output\stickers\14-trabajo\14-correo-neutral-01.png,TRABAJO,texto,neutral,CORREO,900x450,RGBA,14-trabajo-007-estilo-01,neutral
14-trabajo-007-multicolor-01,output\stickers\14-trabajo\14-correo-multicolor-01.png,TRABAJO,texto,multicolor,CORREO,900x450,RGBA,14-trabajo-007-estilo-01,multicolor
14-trabajo-007-lavender-02,output\stickers\14-trabajo\14-correo-lavender-02.png,TRABAJO,texto,lavender,CORREO,900x450,RGBA,14-trabajo-007-estilo-02,lavender
14-trabajo-007-blush-02,output\stickers\14-trabajo\14-correo-blush-02.png,TRABAJO,texto,blush,CORREO,900x450,RGBA,14-trabajo-007-estilo-02,blush
14-trabajo-007-sage-02,output\stickers\14-trabajo\14-correo-sage-02.png,TRABAJO,texto,sage,CORREO,900x450,RGBA,14-trabajo-007-estilo-02,sage
14-trabajo-007-sky-02,output\stickers\14-trabajo\14-correo-sky-02.png,TRABAJO,texto,sky,CORREO,900x450,RGBA,14-trabajo-007-estilo-02,sky
14-trabajo-007-sand-02,output\stickers\14-trabajo\14-correo-sand-02.png,TRABAJO,texto,sand,CORREO,900x450,RGBA,14-trabajo-007-estilo-02,sand
14-trabajo-007-neutral-02,output\stickers\14-trabajo\14-correo-neutral-02.png,TRABAJO,texto,neutral,CORREO,900x450,RGBA,14-trabajo-007-estilo-02,neutral
14-trabajo-007-multicolor-02,output\stickers\14-trabajo\14-correo-multicolor-02.png,TRABAJO,texto,multicolor,CORREO,900x450,RGBA,14-trabajo-007-estilo-02,multicolor
14-trabajo-007-lavender-03,output\stickers\14-trabajo\14-correo-lavender-03.png,TRABAJO,texto,lavender,CORREO,900x450,RGBA,14-trabajo-007-estilo-03,lavender
14-trabajo-007-blush-03,output\stickers\14-trabajo\14-correo-blush-03.png,TRABAJO,texto,blush,CORREO,900x450,RGBA,14-trabajo-007-estilo-03,blush
14-trabajo-007-sage-03,output\stickers\14-trabajo\14-correo-sage-03.png,TRABAJO,texto,sage,CORREO,900x450,RGBA,14-trabajo-007-estilo-03,sage
